,c_id,user_name,thread_id,comment_date,is_reaction_comment,reactions_kind,personas_kind
394,c2193094103,JamosBaby,a23785773,08/05/2010,True,fussy,author_child
395,c2193120028,twinmom91,a23794839,08/05/2010,False,,
396,c2193725740,MamaKatie2,a23811929,08/06/2010,True,reaction,author_child
397,c2195247922,KYMOM101,a23854203,08/10/2010,True,reaction,author_child
398,c2195266701,kgirl76,a23858577,08/10/2010,True,fever,author_child
399,c2195793796,g.cormier,a23876117,08/11/2010,True,"fever, fussy","unclear, author_child"
400,c2196039715,Melly1276,a23876365,08/12/2010,True,reaction,unclear
401,c2196908678,uvgirl,a23896483,08/14/2010,True,fever,author_child
402,c2197525308,aluminumfree,a23710457,08/16/2010,True,"reaction, regression",unclear
403,c2198213272,shaynaciao,a23947185,08/17/2010,True,"fever, fussy",author_child
404,c2199141602,twolinesohmy,a23976627,08/19/2010,False,,
405,c2199687536,rpm2008,a23938867,08/20/2010,False,,
406,c2199948875,Katgirl27,a24000379,08/21/2010,True,side effect,unclear
407,c2202410273,keeley146,a24046107,08/25/2010,True,fever,author_child
408,c2202865102,Hanky_Panky,a24065813,08/26/2010,False,,
409,c2203482713,Kells82,a24082049,08/27/2010,True,fussy,author_child
410,c2203507816,ZiggysMommi,a24086295,08/27/2010,True,"fever, fussy",author_child
411,c2203842534,pao2310,a24092847,08/28/2010,True,,author_child
412,c2203848175,Jroboswifey,a24092847,08/28/2010,True,fever,author_child
413,c2204167495,hypnobaby09,a24100027,08/29/2010,True,fever,"unclear, author_child"
414,c2204242103,djread,a24100027,08/29/2010,True,fever,author_child
415,c2204428539,Enasni453,a24101991,08/30/2010,False,,
416,c2204475582,cellarius,a24101991,08/30/2010,False,,
417,c2205097645,mandy_mcpeak,a24130487,08/31/2010,True,pain,author
418,c2206265439,kware709,a24157379,09/03/2010,True,"reaction, rash",author_child
419,c2208588985,bishopsjr,a24205715,09/07/2010,True,fussy,"unclear, author_child"
420,c2208883088,agreen 76,a24217237,09/08/2010,True,fever,author_child
421,c2208981356,Raych77,a24217237,09/08/2010,True,"fever, fussy","author, author_child"
422,c2208993852,Kel Jo28,a24217237,09/08/2010,True,fever,author_child
423,c2209023432,Elonna,a24222731,09/08/2010,False,,
424,c2209108549,PortlandChick,a24225333,09/08/2010,True,fever,author_child
425,c2209680386,doctordolittle,a24243243,09/09/2010,False,,
426,c2209852089,andrea531,a24249983,09/10/2010,False,,
427,c2211772854,CDMmommy,a24307671,09/15/2010,False,,
428,c2211991509,Crunchy Frog,a24312003,09/15/2010,True,regression,unclear
429,c2212006657,estrellaruby124,a24312529,09/15/2010,False,,
430,c2212223348,meant2be678,a24322937,09/16/2010,True,reaction,author_child
431,c2215400375,MOJ09,a24423279,09/23/2010,True,lump,author_child
432,c2216541277,jwdpjd,a24448661,09/26/2010,True,rash,author_child
433,c2217774959,LNicole79,a24491419,09/29/2010,True,allergic reaction,unclear
434,c2218821426,gracieandbry,a24523915,10/01/2010,True,reaction,"author_child, author"
435,c2219075129,YYYansa,a22630155,10/02/2010,False,,
436,c2219396052,zoeysmom731,a24532759,10/02/2010,True,spot,author_child
437,c2219403940,mrsjames1018,a24499637,10/02/2010,True,fever,unclear
438,c2219427489,momxtwoandahalf,a24499637,10/02/2010,True,"spot, fever",author_child
439,c2219787839,ourlittlebirds,a24550687,10/03/2010,False,,
440,c2220235498,nuclearcar,a24565507,10/04/2010,True,"lethargy, fussy",author_child
441,c2220243150,kaf1006,a24565085,10/04/2010,False,,
442,c2220312815,designermommy2003,a24564285,10/05/2010,True,fever,author_child
443,c2222898019,belly_gurl,a24620435,10/08/2010,True,spot,author_child
444,c2223858574,BarfySummer,a24647035,10/11/2010,True,reaction,unclear
445,c2224072591,gresham67212,a24656241,10/11/2010,True,pain,unclear
446,c2224534476,reba74,a24665995,10/12/2010,True,skin reaction,unclear
447,c2225211387,vantino,a24690107,10/14/2010,False,,
448,c2226500786,BethRaby09,a24691631,10/15/2010,True,fever,author_child
449,c2226575993,KnittingNikki,a24710961,10/15/2010,True,fever,author
450,c2227126301,New Mother Soon,a24727103,10/16/2010,True,"fever, pain",author_child
451,c2227199171,Ayla.K,a24726133,10/17/2010,False,,
452,c2227701093,NickyJuly2009,a24732469,10/18/2010,False,,
453,c2227948434,jmp8880,a24732469,10/19/2010,False,,
454,c2227962982,fisherwife4,a24749623,10/18/2010,False,,
455,c2228650558,JennMandolene,a24767491,10/20/2010,True,regression,author_child
456,c2228861238,CDMmommy,a24778731,10/20/2010,False,,
457,c2228921670,happyhuman,a24781295,10/20/2010,True,reaction,author_child
458,c2229340148,snowchylde,a24795041,10/21/2010,True,reaction,author_child
459,c2229371511,happyhuman,a24795041,10/22/2010,True,fussy,author
460,c2232209735,MBingham,a24851401,10/26/2010,True,rash,author_child
461,c2232361901,nbaillargeon,a24860201,10/26/2010,True,fussy,author_child
462,c2232674634,jennyrhythm,a24857617,10/27/2010,True,reaction,author
463,c2233060856,kaf1006,a24876211,10/28/2010,True,fever,others
464,c2233294621,emilywhite89,a24880307,10/28/2010,True,"pain, fussy, lethargy",author_child
465,c2234421013,MissMegan8787,a24900029,10/29/2010,True,"pain, fussy",author_child
466,c2235980570,ncj&d,a24941945,11/02/2010,True,reaction,unclear
467,c2236236032,KRAMV,a24946631,11/02/2010,False,,
468,c2236434785,adelinev,a24955451,11/03/2010,True,"reaction, fussy",author_child
469,c2236586204,Melby0913,a22277407,11/03/2010,True,fever,author_child
470,c2237034708,Erikardh,a24981537,11/04/2010,False,,
471,c2238549751,SilkaClark,a25001803,11/06/2010,False,,
472,c2239611581,mommy2madeleine,a25015999,11/08/2010,False,,
473,c2240091347,natalee12,a25043421,11/09/2010,True,seizure,author
474,c2241741090,GelenaA,a25082447,11/12/2010,True,"reaction, rash, fever",author_child
475,c2242007741,melinya79,a25082447,11/12/2010,True,fussy,author_child
476,c2242335781,ahsiet,a25095461,11/13/2010,True,fever,author_child
477,c2243383885,Kannons_Mommy,a25130751,11/16/2010,True,pain,author_child
478,c2246282603,greeneyesshine,a25195085,11/20/2010,True,fever,author_child
479,c2246442639,toosie_kim,a25186137,11/21/2010,True,reaction,unclear
480,c2246981111,punkymd,a25213347,11/22/2010,False,,
481,c2247081642,3_sweetpeas&me,a25213347,11/22/2010,True,headache,author
482,c2247207144,jenmartin0220,a25213347,11/22/2010,True,pain,author
483,c2247506249,jra_dia,a25189859,11/23/2010,True,diarrhea,author_child
484,c2247969000,Samiri33,a25235627,11/24/2010,False,,
485,c2250269234,snowchylde,a25275285,11/28/2010,True,reaction,unclear
486,c2251312695,RI2NY2CT,a25313095,12/01/2010,False,,
487,c2251928032,KeetyKat,a25335679,12/02/2010,True,fever,author_child
488,c2252002397,flospeakman,a25339075,12/02/2010,True,reaction,"unclear, author_child"
489,c2252065991,mybabesbabe,a25339075,12/02/2010,True,fussy,author_child
490,c2252794816,MelEddy,a25349047,12/03/2010,True,fever,unclear
491,c2253259474,moosejoose01,a25352031,12/03/2010,False,,
492,c2255617435,Fakc1970,a25424887,12/08/2010,True,fever,author_child
493,c2255834763,nbandemer,a25420007,12/09/2010,True,"reaction, fever, headache",author
494,c2256089823,MistyHas2Boys,a25432865,12/09/2010,False,,
495,c2258114700,POOHBEARLUV23,a25457481,12/12/2010,True,reaction,author_child
496,c2258124043,greeneyesshine,a25457781,12/12/2010,False,,
497,c2258548005,jecrmommy,a25457481,12/13/2010,True,"lethargy, fussy",author_child
498,c2260327168,bellaaa,a13449335,12/15/2010,True,"diarrhea, vomit, runny nose",author_child
499,c2264873395,PrincessAnika,a25583423,12/20/2010,True,,unclear
500,c2269500850,hllymllr,a25676995,12/29/2010,True,fever,unclear
501,c2270226054,eli_leftcoast0,a25699681,12/30/2010,False,,
502,c2272946663,Chemburly12,a25760995,01/03/2011,True,fussy,author_child
503,c2273913386,noelani8686,a25792079,01/05/2011,True,reaction,unclear
504,c2273915695,mjlewis23,a25792079,01/05/2011,True,reaction,author_child
505,c2273926212,hcjfctc,a25792079,01/05/2011,False,,
506,c2273955474,wittlebeebee,a25794471,01/06/2011,True,allergic reaction,unclear
507,c2273986823,Roxy_Jas,a25793891,01/06/2011,True,reaction,author_child
508,c2274145877,remy619,a25802007,01/06/2011,True,"fussy, fussy",author_child
509,c2274169143,momof 4girls,a25796545,01/06/2011,True,reaction,author_child
510,c2274171757,candice.amanda,a25796545,01/06/2011,True,reaction,unclear
511,c2274254452,mom4 3+2,a25808111,01/06/2011,True,fever,author_child
512,c2276985625,akcsjc12,a25862527,01/10/2011,True,seizure,author_child
513,c2277640217,ccrebecca,a25886215,01/11/2011,False,,
514,c2278205977,Honeybee06,a25852389,01/12/2011,True,reaction,author_child
515,c2280411325,Przys_Mommy,a25950729,01/15/2011,True,"lump, pain","unclear, author_child"
516,c2281248012,drgal,a25974617,01/17/2011,True,spot,author_child
517,c2281295327,kandjfurlough1,a25977887,01/17/2011,False,,
518,c2281779416,CrazyLifeMama,a25994441,01/18/2011,True,reaction,author_child
519,c2282437094,Momma2aYoYo,a26019521,01/19/2011,True,reaction,author_child
520,c2282439496,SuperMama10,a26019521,01/19/2011,True,reaction,author_child
521,c2282607408,neen76,a26021445,01/20/2011,False,,
522,c2283705785,finn's RN mom,a26043819,01/21/2011,True,fever,author_child
523,c2284272346,Hawaii_is_home,a26049719,01/21/2011,False,,
524,c2284548827,Kaitlyn Louise's Mom,a26058267,01/22/2011,True,"fever, rash","unclear, author_child"
525,c2284982884,Carolyn227,a26067947,01/23/2011,True,reaction,author_child
526,c2285392789,candice.amanda,a26080837,01/24/2011,True,"reaction, regression",author_child
527,c2285635148,rgcmdbs3,a26082383,01/24/2011,True,"fever, seizure, spot",author_child
528,c2291219642,MichelleHC,a26184555,01/30/2011,True,fussy,author_child
529,c2291229323,mamabrown2010,a26184555,01/30/2011,False,,
530,c2292631923,rcp21,a26239721,02/02/2011,True,lump,author_child
531,c2292658361,litchfieldmommy,a26240993,02/02/2011,True,fussy,unclear
532,c2296051022,KerriO1215,a26321169,02/08/2011,True,fever,author_child
533,c2296527798,DunyaWolf,a26338433,02/09/2011,False,,
534,c2296668092,misskel4,a26330991,02/09/2011,True,fever,author
535,c2296788332,hopefuldee,a26349041,02/09/2011,True,diarrhea,author_child
536,c2296942397,KatBeech,a26349041,02/10/2011,True,rash,author_child
537,c2298866922,emmyhernandez,a26371011,02/12/2011,True,fussy,unclear
538,c2304043036,DntLookBack9,a26513937,02/21/2011,False,,
539,c2304655357,jennykenny123,a26533309,02/22/2011,False,,
540,c2305308897,shannito74,a26552493,02/24/2011,False,,
541,c2305411396,hcjfctc,a26552493,02/24/2011,True,fussy,author_child
542,c2305577254,jrkimball,a26560361,02/24/2011,True,fussy,unclear
543,c2307098918,mom2 kct&a,a26582109,02/25/2011,False,,
544,c2308341919,marajade1023,a26616529,02/28/2011,False,,
545,c2308379469,mrssuzstar,a26622457,03/01/2011,False,,
546,c2308767743,ashleymryan19,a26636109,03/01/2011,True,reaction,author
547,c2309004074,*mommy4life*,a26605827,03/02/2011,True,reaction,author_child
548,c2310678003,0Mommy2B,a26672831,03/04/2011,True,fever,others
549,c2311044974,Laurelynlew,a26659665,03/04/2011,True,reaction,author_child
550,c2311202884,mccaylamommy,a26678877,03/04/2011,True,seizure,author_child
551,c2312021487,Aggieteach,a26706275,03/06/2011,True,fever,author_child
552,c2312465476,pixi2006,a26710525,03/07/2011,True,fever,author
553,c2312719124,azmo,a26727531,03/08/2011,False,,
554,c2313045061,LymeGreenMartini,a26743911,03/09/2011,True,allergic reaction,unclear
555,c2313203207,Joy Cate,a26744079,03/09/2011,True,allergic reaction,unclear
556,c2313340818,Austinclucker,a26748761,03/09/2011,True,spot,unclear
557,c2314874605,ebetan,a26788821,03/12/2011,True,fever,author_child
558,c2315330551,brileigh07,a26805557,03/13/2011,False,,
559,c2315921592,miraclebaby1231,a26831133,03/15/2011,False,,
560,c2316988699,harmonylife,a26794025,03/18/2011,True,reaction,unclear
561,c2319923410,jenc35,a26954775,03/24/2011,True,spot,unclear
562,c2320150879,Hannah_Maria,a26788821,03/24/2011,True,fever,author_child
563,c2321711927,sabrinarhea,a26976601,03/27/2011,True,reaction,unclear
564,c2321720766,lifescholar,a26976601,03/27/2011,True,"fever, seizure",author_child
565,c2321809575,dillbrats,a26999717,03/28/2011,False,,
566,c2322947944,Buggasmamma,a27060465,03/31/2011,True,fever,author_child
567,c2324499006,MadCam2009,a27095227,04/03/2011,True,reaction,author_child
568,c2324650176,macahalan,a27104151,04/03/2011,True,fever,author_child
569,c2325240152,bogotagringa,a27111279,04/05/2011,True,reaction,author
570,c2325600891,deesgirl79,a27141291,04/06/2011,True,fever,author_child
571,c2325707437,preggoinhawaii,a27153049,04/06/2011,True,fever,author
572,c2326268756,BirthdayBaby0315,a27174391,04/08/2011,True,rash,author_child
573,c2326283654,HardRockMom,a27174391,04/08/2011,True,reaction,unclear
574,c2328333409,holisticmama2boys,a27231585,04/12/2011,False,,
575,c2329076903,Outdoorsgurl2,a27242601,04/14/2011,True,pain,author
576,c2331855520,Svanakk,a27355133,04/21/2011,True,fussy,author_child
577,c2333195935,caseygal,a27409787,04/25/2011,True,pain,author_child
578,c2333355177,dizzkerm,a27409787,04/25/2011,True,"fever, fussy",author_child
579,c2333545661,kuhlvice,a27404397,04/26/2011,True,"pain, fussy",author_child
580,c2336335973,Becky'sbabymakes7,a26493397,05/02/2011,True,allergic reaction,author_child
581,c2336786040,pushing40_yikes,a27531545,05/04/2011,True,"reaction, fever",author_child
582,c2337003238,princessmk42,a27544343,05/04/2011,True,"fever, fussy",author_child
583,c2337259379,longingforcalvin,a27551217,05/05/2011,True,fever,author_child
584,c2338191981,MeganJoy7,a27572725,05/06/2011,True,lethargy,author_child
585,c2338816157,Knotts1216,a27591347,05/08/2011,True,"fever, pain",author
586,c2339331437,Momma2aYoYo,a27601499,05/09/2011,True,reaction,author_child
587,c2340318157,berrie143,a27652961,05/12/2011,True,reaction,author_child
588,c2341605382,Taryncos,a27678937,05/14/2011,True,reaction,author_child
589,c2341918006,nwmamasita,a27690301,05/15/2011,True,reaction,author_child
590,c2343010909,LadyAthena,a27725493,05/18/2011,True,reaction,unclear
591,c2343641427,Mom2GQ,a27750993,05/19/2011,True,reaction,author_child
592,c2345356129,strsnmns,a27798687,05/23/2011,True,fussy,author_child
593,c2345411225,arrhenius,a27613457,05/23/2011,True,lump,unclear
594,c2348599112,lucirbc,a27898605,05/30/2011,True,pain,author_child
595,c2348988261,Punk_Pixie,a27906215,05/31/2011,True,fever,author_child
596,c2349248915,Arfy77,a27924195,06/01/2011,True,allergic reaction,unclear
597,c2349833387,xenagirl4711,a28004697,06/07/2011,False,,
598,c2349853830,sunshine980,a28001641,06/08/2011,True,fever,"unclear, author"
599,c2349908422,jmcl0818,a28021859,06/08/2011,True,"fever, fussy",author_child
600,c2349908709,beckernatalie,a28021859,06/08/2011,True,fussy,author_child
601,c2350043297,Ilana0310,a28040541,06/09/2011,True,fever,author_child
602,c2350268185,maryelizabethc,a28076255,06/12/2011,False,,
603,c2350286312,rlnola,a28076451,06/13/2011,False,,
604,c2350338908,JayHog6510,a28086199,06/13/2011,True,skin reaction,author_child
605,c2350465587,divabass78,a28106783,06/14/2011,True,lethargy,unclear
606,c2350475551,lgoga29,a28106783,06/14/2011,True,lethargy,author_child
607,c2350627401,Happy Mama 111108,a28129111,06/16/2011,False,,
608,c2350780354,Jamie_Renee,a28153047,06/17/2011,False,,
609,c2350819927,jmvogel8182,a28159303,06/18/2011,True,"lethargy, fussy",author_child
610,c2351436500,mybabesbabe,a28250245,06/24/2011,True,"fever, rash",author_child
611,c2351444232,nicurn75,a28250515,06/25/2011,True,reaction,author_child
612,c2351615640,Shi1012,a28278023,06/27/2011,True,reaction,unclear
613,c2352068417,Moogly&Max'sMom,a28345531,07/01/2011,True,reaction,unclear
614,c2352440923,ScreenName MK2,a28375163,07/06/2011,True,reaction,author_child
615,c2352495316,PeteysMomma,a28411517,07/07/2011,False,,
616,c2352634837,TariAnna,a28433023,07/08/2011,False,,
617,c2352937589,Beffy1167,a28476609,07/12/2011,True,seizure,author_child
618,c2353074674,krazegurl_ds,a28490887,07/13/2011,True,reaction,author_child
619,c2353196162,keepcalmcarryon,a28516959,07/14/2011,True,fussy,author_child
620,c2353201788,Libby930,a28516959,07/14/2011,False,,
621,c2353278102,karrington16,a28527467,07/15/2011,True,fussy,author_child
622,c2353540184,Mom-of-Two,a28556617,07/18/2011,False,,
623,c2354146303,Heather8389,a28655707,07/24/2011,False,,
624,c2354259882,Jill818,a28672757,07/26/2011,False,,
625,c2354407178,britania3,a28692945,07/27/2011,True,fever,author_child
626,c2354600848,#3hopin4agirl,a28718103,07/28/2011,True,fever,author_child
627,c2354607707,hcjfctc,a28719879,07/28/2011,False,,
628,c2354609783,shadow726,a28723145,07/28/2011,True,regression,author_child
629,c2355087242,lamar26,a28803307,08/03/2011,True,reaction,author_child
630,c2355231045,berkeley2011,a28822431,08/04/2011,True,lethargy,author_child
631,c2355292138,ddh.holmes,a28828835,08/05/2011,True,fussy,author_child
632,c2355386331,cheeseiskool,a28848929,08/06/2011,False,,
633,c2355412187,madinmikalasmom,a2739155,08/06/2011,True,diarrhea,author_child
634,c2355455139,amygirl,a28852801,08/07/2011,True,lethargy,author_child
635,c2355518750,Akochakian,a28848929,08/08/2011,False,,
636,c2355536882,mochamomm2,a28870531,08/08/2011,True,"fever, fussy",author_child
637,c2355544255,StephPete20,a28870531,08/08/2011,True,reaction,unclear
638,c2355608055,oahu2008,a28885313,08/09/2011,True,fever,others
639,c2355810991,kotekanroo,a28890869,08/11/2011,True,"reaction, seizure","author_child, author"
640,c2355981634,johanna8683,a28870531,08/12/2011,True,"reaction, diarrhea",unclear
641,c2355983606,lnseagraves,a28921865,08/12/2011,False,,
642,c2356149365,BabyLove'sOnHisWay,a28965271,08/15/2011,True,"reaction, rash","others, others, unclear"
643,c2356377193,Jessi_197920009,a28081817,08/17/2011,True,reaction,author_child
644,c2356442976,sarah_lou75,a29011689,08/18/2011,True,fussy,author_child
645,c2356585812,Asheekakes,a29025813,08/19/2011,True,reaction,author_child
646,c2356662910,wittyblondeinsc,a29045001,08/20/2011,True,reaction,author
647,c2356679658,RiversFam,a29045001,08/20/2011,True,lump,author
648,c2356924761,kingsfan4life,a29075545,08/23/2011,True,reaction,author
649,c2356938304,mommy2silly,a29090031,08/23/2011,False,,
650,c2357138113,mama-monjo,a29119031,08/25/2011,True,reaction,author
651,c2357156018,JessicaH-mom of 2,a29113433,08/25/2011,False,,
652,c2357194588,shan37604,a29127857,08/25/2011,True,side effect,unclear
653,c2357209636,eevers14,a29130237,08/26/2011,True,seizure,author
654,c2357211205,AKCochran3,a29130237,08/26/2011,False,,
655,c2357215299,Deedev,a29127203,08/26/2011,True,"fever, lethargy",author_child
656,c2357236802,Carolyn227,a29133399,08/26/2011,True,reaction,author_child
657,c2357239863,jarlaxe85,a29133399,08/26/2011,True,reaction,author_child
658,c2357242314,monicaju17,a29131687,08/26/2011,True,fever,"unclear, author_child"
659,c2357245675,mommakwicz,a29134771,08/26/2011,True,regression,author_child
660,c2357246123,jms13027,a29134771,08/26/2011,True,seizure,author_child
661,c2357246143,kingsfan4life,a29134771,08/26/2011,True,seizure,author
662,c2357278444,LifeCoach Laura,a29138235,08/26/2011,True,reaction,author_child
663,c2357280059,Rice01,a29131687,08/26/2011,True,fever,author_child
664,c2357627789,Karritcake86,a29187205,08/30/2011,True,fever,author
665,c2357781590,1gradymail,a29217511,09/01/2011,True,"fever, pain",author_child
666,c2357914713,ambrosia9,a29239815,09/02/2011,True,fussy,author_child
667,c2357914822,AugustMomma09,a29239815,09/02/2011,True,reaction,author_child
668,c2358005719,lexie2010,a29247301,09/04/2011,True,pain,author_child
669,c2358278958,LaniMays,a29285665,09/07/2011,True,reaction,unclear
670,c2358308714,Melbaby07,a29297083,09/07/2011,False,,
671,c2358506465,Shelley2009,a29291421,09/09/2011,True,fever,author_child
672,c2358529371,expectingmommy2010,a29335517,09/10/2011,True,"reaction, seizure","unclear, author_child"
673,c2358710776,MrsGuia,a29364667,09/12/2011,True,reaction,author
674,c2358835377,ZZanyBrainy,a29374965,09/13/2011,True,seizure,author_child
675,c2358999752,redhead_19_79,a29410913,09/15/2011,True,warm,author_child
676,c2359060983,kingsfan4life,a29408941,09/16/2011,True,reaction,author
677,c2359554404,esherrera,a29494857,09/21/2011,True,reaction,unclear
678,c2359599731,Arayabe,a29501325,09/21/2011,False,,
679,c2360055008,AlishaShock71,a29574977,09/27/2011,True,fever,author_child
680,c2360076649,Winnie_M,a29574977,09/27/2011,False,,
681,c2360083463,mlbeebe,a29571701,09/27/2011,True,reaction,unclear
682,c2360105886,Carly+3nhubby,a29581807,09/27/2011,True,allergic reaction,author_child
683,c2360212562,icurn23,a29587397,09/28/2011,False,,
684,c2360456386,meghannsmits,a29626805,09/30/2011,True,"fever, reaction, fussy",author_child
685,c2360541706,Seattle_Jen,a29650991,10/02/2011,False,,
686,c2360709324,ladyclassen83,a29675207,10/04/2011,True,fever,author_child
687,c2360787703,sjh576,a29657811,10/04/2011,True,fever,unclear
688,c2361105376,lkratowicz,a29737029,10/08/2011,True,fussy,unclear
689,c2361405776,Mom-of-Two,a29780085,10/11/2011,False,,
690,c2361547499,catherinab,a29659155,10/13/2011,True,fever,author
691,c2361757826,mrsv2007,a29838199,10/15/2011,False,,
692,c2361827634,AugustMomma09,a29850313,10/16/2011,True,reaction,author_child
693,c2361828463,D&L'sMum,a29850313,10/16/2011,True,pain,author
694,c2362033788,BWCA,a29880473,10/18/2011,True,fussy,unclear
695,c2362061450,sonoboard,a29885233,10/18/2011,False,,
696,c2362220981,cel0530,a29913665,10/20/2011,True,"fever, fussy",author_child
697,c2362363279,wiggles8579,a29933929,10/21/2011,True,"reaction, fever","others, unclear"
698,c2362445796,alliemom11,a29947273,10/22/2011,False,,
699,c2362574340,1girl1boy2dogs,a29968241,10/24/2011,False,,
700,c2362658730,rebma108,a29968713,10/25/2011,False,,
701,c2362821696,*mommy4life*,a30007679,10/26/2011,True,,unclear
702,c2362892763,scrufffles,a30009613,10/27/2011,True,lump,author
703,c2362912032,Pumpkin2020,a30004767,10/27/2011,True,headache,author_child
704,c2363033866,vanessarigdon,a30026299,10/28/2011,False,,
705,c2363139737,momtozqrb,a30055771,10/30/2011,False,,
706,c2363144295,jemoess,a30056901,10/30/2011,True,lethargy,unclear
707,c2363524525,sro7673,a30112339,11/03/2011,True,pain,unclear
708,c2363633977,100108,a30132411,11/04/2011,True,"pain, runny nose","author, author_child"
709,c2364160193,cfiler1,a30213433,11/10/2011,False,,
710,c2364210702,atsirkrae,a30216357,11/10/2011,True,,author_child
711,c2364515435,NJshoregirl,a30270955,11/14/2011,True,lump,author_child
712,c2364541542,working_sam,a30270955,11/14/2011,True,fever,unclear
713,c2364656248,bslovesrs,a30293505,11/15/2011,True,rash,author
714,c2364728289,NolansMom04,a30305785,11/16/2011,True,fussy,author_child
715,c2364737560,shishimarie,a30305785,11/16/2011,False,,
716,c2364895063,india20021,a30307249,11/17/2011,True,fever,author_child
717,c2364965007,phiphi187,a30337063,11/18/2011,True,reaction,unclear
718,c2365087850,maria3512,a30361575,11/20/2011,False,,
719,c2365183292,justxoday,a30373325,11/21/2011,False,,
720,c2365210637,Rain08,a30382083,11/21/2011,True,lethargy,author_child
721,c2365325393,Kaitlin214,a30400387,11/23/2011,True,pain,author
722,c2365421115,faw0707,a30415157,11/23/2011,True,fussy,author_child
723,c2365613218,mommy2be1312010,a30123819,11/27/2011,True,fever,author_child
724,c2365653443,littlerhb,a30446729,11/27/2011,True,rash,unclear
725,c2365782213,emray1,a30466499,11/29/2011,True,"fever, fussy, fussy","unclear, author_child"
726,c2365862932,Rngrad2005,a30489021,11/29/2011,True,reaction,unclear
727,c2365878171,RhiSing720,a30491175,11/30/2011,True,"fever, fussy",author_child
728,c2365961840,kaciwest678,a30503891,11/30/2011,True,"fussy, fussy",author_child
729,c2366493090,lilanni2,a30554883,12/06/2011,True,"reaction, allergic reaction","author_child, author"
730,c2366544380,waves75,a30592921,12/07/2011,False,,
731,c2366750011,tedrabare,a30624055,12/09/2011,False,,
732,c2366783240,Natalya004,a30634281,12/09/2011,True,fussy,author_child
733,c2366790535,OliveYouBaby,a30634281,12/09/2011,False,,
734,c2367010429,maggiethemom,a30667641,12/12/2011,True,lump,author
735,c2367021268,VaHBMom,a30656101,12/12/2011,True,reaction,author_child
736,c2367093741,katrinaO27,a30684983,12/13/2011,True,fever,author_child
737,c2367159191,DecafLatte,a30689655,12/13/2011,True,pain,unclear
738,c2367462330,ambrosia9,a30749787,12/16/2011,False,,
739,c2367785692,LKWeber,a30804217,12/20/2011,True,fussy,unclear
740,c2368063295,SaraTvogel,a30845631,12/23/2011,False,,
741,c2368487603,bebi2010,a30871515,12/29/2011,True,fever,author_child
742,c2368802601,babyfurniss2,a30968785,01/02/2012,True,fever,author
743,c2368815023,Shelbus99,a30970905,01/02/2012,False,,
744,c2368866386,marmaladema,a30973185,01/03/2012,False,,
745,c2369092418,crys82,a30973185,01/05/2012,True,pain,author_child
746,c2369655783,Rykerbug,a31108439,01/10/2012,True,"lethargy, fussy",author_child
747,c2369680080,adalen,a31112199,01/10/2012,False,,
748,c2369738620,trvlgrl23,a31121743,01/11/2012,True,"fever, reaction",author_child
749,c2369766399,k8_n8_baby8,a31115879,01/11/2012,True,fever,author_child
750,c2369954299,Audrey1007,a31077085,01/13/2012,True,reaction,author_child
751,c2370039293,esseeejay,a31167961,01/13/2012,True,fussy,author_child
752,c2370128165,Maamearaba,a31167089,01/14/2012,False,,
753,c2370288653,jen0jen,a31213095,01/16/2012,True,allergic reaction,author_child
754,c2370697123,Kiwee813,a31280113,01/20/2012,True,fever,author_child
755,c2371495499,Chrissy077,a31397753,01/27/2012,True,fever,author_child
756,c2371508692,Arfy77,a31406951,01/28/2012,True,reaction,author_child
757,c2371805505,summerhelderman,a31459437,01/31/2012,False,,
758,c2371808652,can'tcomplainbutdo,a31457265,01/31/2012,True,reaction,unclear
759,c2371902994,greeng1414,a31457265,02/01/2012,False,,
760,c2371929593,baby_angel#2,a31475735,02/01/2012,False,,
761,c2371947946,aleighafrazier,a31038181,02/01/2012,True,pain,unclear
762,c2372397611,KRAMV,a31557063,02/06/2012,True,reaction,author_child
763,c2372425146,jtroth02,a31561113,02/06/2012,False,,
764,c2372831640,mom2dw,a31627073,02/10/2012,True,fussy,author_child
765,c2373388249,lannya,a31717469,02/15/2012,False,,
766,c2373428978,cepbush106,a31722299,02/16/2012,True,"fever, rash, side effect","author, author_child"
767,c2373543964,anjelita13,a31740515,02/17/2012,True,pain,author_child
768,c2373970768,skycordia,a31808537,02/21/2012,True,fever,author_child
769,c2373986468,lovebeingamom.com,a31814053,02/21/2012,True,fussy,author_child
770,c2374005894,videbenedictis,a31812209,02/22/2012,True,pain,author_child
771,c2374006052,WifeyWoman,a31808537,02/22/2012,True,reaction,"author_child, author"
772,c2374100125,megs1181,a31831333,02/22/2012,True,fever,author_child
773,c2374120130,lakaykay,a31808537,02/23/2012,True,fever,others
774,c2374199775,LittleMissMartha,a31808537,02/23/2012,False,,
775,c2374521003,rlnola,a31878377,02/27/2012,False,,
776,c2374693554,emott1124,a31925009,02/28/2012,True,reaction,unclear
777,c2374736133,MarinaPDX,a31929415,02/28/2012,True,lethargy,author_child
778,c2374870424,SYRnewmom2012,a31948965,03/01/2012,True,fussy,author_child
779,c2374987464,donlonmommy,a31973097,03/02/2012,True,pain,unclear
780,c2375161121,Mommyluvto1,a32001655,03/04/2012,False,,
781,c2375440632,George_Sand,a32048709,03/06/2012,True,spot,author_child
